,title,page_link,writer,script_link
163,Beloved,https://imsdb.com/Movie%20Scripts/Beloved%20Script.html,"Written by Richard LaGravenese,Toni Morrisson",https://imsdb.com/scripts/Beloved.html
164,Benny & Joon,https://imsdb.com/Movie%20Scripts/Benny%20&%20Joon%20Script.html,"Written by Barry Berman,Lesley McNeil",https://imsdb.com/scripts/
165,"Best Exotic Marigold Hotel, The","https://imsdb.com/Movie%20Scripts/Best%20Exotic%20Marigold%20Hotel,%20The%20Script.html",Written by Ol Parker,"https://imsdb.com/scripts/Best-Exotic-Marigold-Hotel,-The.html"
166,Big,https://imsdb.com/Movie%20Scripts/Big%20Script.html,"Written by Gary Ross,Anne Spielberg",https://imsdb.com/scripts/Big.html
167,"Big Blue, The","https://imsdb.com/Movie%20Scripts/Big%20Blue,%20The%20Script.html","Written by Luc Besson,Robert Garland","https://imsdb.com/scripts/Big-Blue,-The.html"
168,Big Eyes,https://imsdb.com/Movie%20Scripts/Big%20Eyes%20Script.html,"Written by Scott Alexander,Larry Karaszewski",https://imsdb.com/scripts/Big-Eyes.html
169,Big Fish,https://imsdb.com/Movie%20Scripts/Big%20Fish%20Script.html,"Written by Daniel Wallace,John August",https://imsdb.com/scripts/Big-Fish.html
170,"Big Lebowski, The","https://imsdb.com/Movie%20Scripts/Big%20Lebowski,%20The%20Script.html","Written by Joel Coen,Ethan Coen","https://imsdb.com/scripts/Big-Lebowski,-The.html"
171,"Big Sick, The","https://imsdb.com/Movie%20Scripts/Big%20Sick,%20The%20Script.html","Written by Emily V. Gordon,Kumail Nanjiani","https://imsdb.com/scripts/Big-Sick,-The.html"
172,"Big White, The","https://imsdb.com/Movie%20Scripts/Big%20White,%20The%20Script.html",Written by Collin Friesen,"https://imsdb.com/scripts/Big-White,-The.html"
173,Birdman,https://imsdb.com/Movie%20Scripts/Birdman%20Script.html,"Written by Alejandro G. Inarritu,Nicolas Giacobone,Alexander Dinelaris Jr.,Armando Bo",https://imsdb.com/scripts/Birdman.html
174,"Birds, The","https://imsdb.com/Movie%20Scripts/Birds,%20The%20Script.html","Written by Daphne Du Maurier,Evan Hunter","https://imsdb.com/scripts/Birds,-The.html"
175,Birthday Girl,https://imsdb.com/Movie%20Scripts/Birthday%20Girl%20Script.html,"Written by Tom Butterworth,Jez Butterworth",https://imsdb.com/scripts/Birthday-Girl.html
176,"Black Dahlia, The","https://imsdb.com/Movie%20Scripts/Black%20Dahlia,%20The%20Script.html","Written by Josh Friedman,James Ellroy","https://imsdb.com/scripts/Black-Dahlia,-The.html"
177,Black Panther,https://imsdb.com/Movie%20Scripts/Black%20Panther%20Script.html,"Written by Ryan Coogler,Joe Robert Cole",https://imsdb.com/scripts/Black-Panther.html
178,Black Rain,https://imsdb.com/Movie%20Scripts/Black%20Rain%20Script.html,"Written by Craig Bolotin,Warren Lewis",https://imsdb.com/scripts/Black-Rain.html
179,Black Snake Moan,https://imsdb.com/Movie%20Scripts/Black%20Snake%20Moan%20Script.html,Written by Craig Brewer,https://imsdb.com/scripts/Black-Snake-Moan.html
180,Black Swan,https://imsdb.com/Movie%20Scripts/Black%20Swan%20Script.html,"Written by Mark Heyman,Andres Heinz,John McLaughlin",https://imsdb.com/scripts/Black-Swan.html
181,BlacKkKlansman,https://imsdb.com/Movie%20Scripts/BlacKkKlansman%20Script.html,"Written by Charlie Wachtel,David Rabinowitz,Kevin Willmott,Spike Lee",https://imsdb.com/scripts/BlacKkKlansman.html
182,Blade,https://imsdb.com/Movie%20Scripts/Blade%20Script.html,Written by David S. Goyer,https://imsdb.com/scripts/Blade.html
183,Blade II,https://imsdb.com/Movie%20Scripts/Blade%20II%20Script.html,Written by David S. Goyer,https://imsdb.com/scripts/Blade-II.html
184,Blade Runner,https://imsdb.com/Movie%20Scripts/Blade%20Runner%20Script.html,"Written by Hampton Fancher,David Peoples",https://imsdb.com/scripts/Blade-Runner.html
185,Blade: Trinity,https://imsdb.com/Movie%20Scripts/Blade:%20Trinity%20Script.html,Written by David S. Goyer,https://imsdb.com/scripts/Blade-Trinity.html
186,"Blast from the Past, The","https://imsdb.com/Movie%20Scripts/Blast%20from%20the%20Past,%20The%20Script.html","Written by Bill Kelly,Hugh Wilson","https://imsdb.com/scripts/Blast-from-the-Past,-The.html"
187,"Blind Side, The","https://imsdb.com/Movie%20Scripts/Blind%20Side,%20The%20Script.html","Written by John Lee Hancock,Michael Lewis","https://imsdb.com/scripts/Blind-Side,-The.html"
188,"Bling Ring, The","https://imsdb.com/Movie%20Scripts/Bling%20Ring,%20The%20Script.html",Written by Sofia Coppola,"https://imsdb.com/scripts/Bling-Ring,-The.html"
189,Blood and Wine,https://imsdb.com/Movie%20Scripts/Blood%20and%20Wine%20Script.html,Written by Nick Villiers,https://imsdb.com/scripts/Blood-and-Wine.html
190,Blood Simple,https://imsdb.com/Movie%20Scripts/Blood%20Simple%20Script.html,"Written by Joel Coen,Ethan Coen",https://imsdb.com/scripts/Blood-Simple.html
191,Blow,https://imsdb.com/Movie%20Scripts/Blow%20Script.html,"Written by David McKenna,Nick Cassavetes",https://imsdb.com/scripts/Blow.html
192,Blue Valentine,https://imsdb.com/Movie%20Scripts/Blue%20Valentine%20Script.html,"Written by Derek Cianfrance,Cami Delavigne,Joey Curtis",https://imsdb.com/scripts/Blue-Valentine.html
193,Blue Velvet,https://imsdb.com/Movie%20Scripts/Blue%20Velvet%20Script.html,Written by David Lynch,https://imsdb.com/scripts/Blue-Velvet.html
194,"Blues Brothers, The","https://imsdb.com/Movie%20Scripts/Blues%20Brothers,%20The%20Script.html","Written by John Landis,Dan Aykroyd","https://imsdb.com/scripts/Blues-Brothers,-The.pdf"
195,"Bodies, Rest & Motion","https://imsdb.com/Movie%20Scripts/Bodies,%20Rest%20&%20Motion%20Script.html",Written by Roger Hedden,https://imsdb.com/scripts/
196,Body Heat,https://imsdb.com/Movie%20Scripts/Body%20Heat%20Script.html,Written by Lawrence Kasdan,https://imsdb.com/scripts/Body-Heat.html
197,Body of Evidence,https://imsdb.com/Movie%20Scripts/Body%20of%20Evidence%20Script.html,Written by Brad Mirman,https://imsdb.com/scripts/Body-of-Evidence.html
198,Bodyguard,https://imsdb.com/Movie%20Scripts/Bodyguard%20Script.html,Written by Lawrence Kasdan,https://imsdb.com/scripts/Bodyguard.html
199,Bones,https://imsdb.com/Movie%20Scripts/Bones%20Script.html,"Written by Adam Simon,Tim Metcalfe",https://imsdb.com/scripts/Bones.html
200,Bonfire of the Vanities,https://imsdb.com/Movie%20Scripts/Bonfire%20of%20the%20Vanities%20Script.html,Written by Michael Cristofer,https://imsdb.com/scripts/Bonfire-of-the-Vanities.html
201,Bonnie and Clyde,https://imsdb.com/Movie%20Scripts/Bonnie%20and%20Clyde%20Script.html,"Written by David Newman,Robert Benton",https://imsdb.com/scripts/Bonnie-and-Clyde.html
202,Boogie Nights,https://imsdb.com/Movie%20Scripts/Boogie%20Nights%20Script.html,Written by Paul Thomas Anderson,https://imsdb.com/scripts/Boogie-Nights.html
203,"Book of Eli, The","https://imsdb.com/Movie%20Scripts/Book%20of%20Eli,%20The%20Script.html",Written by Gary Whitta,"https://imsdb.com/scripts/Book-of-Eli,-The.html"
204,Boondock Saints 2: All Saints Day,https://imsdb.com/Movie%20Scripts/Boondock%20Saints%202:%20All%20Saints%20Day%20Script.html,Written by Troy Duffy,https://imsdb.com/scripts/Boondock-Saints-2-All-Saints-Day.html
205,"Boondock Saints, The","https://imsdb.com/Movie%20Scripts/Boondock%20Saints,%20The%20Script.html",Written by Troy Duffy,"https://imsdb.com/scripts/Boondock-Saints,-The.html"
206,Bottle Rocket,https://imsdb.com/Movie%20Scripts/Bottle%20Rocket%20Script.html,"Written by Owen Wilson,Wes Anderson",https://imsdb.com/scripts/Bottle-Rocket.html
207,Bound,https://imsdb.com/Movie%20Scripts/Bound%20Script.html,"Written by Andy Wachowski,Larry Wachowski",https://imsdb.com/scripts/Bound.html
208,"Bounty Hunter, The","https://imsdb.com/Movie%20Scripts/Bounty%20Hunter,%20The%20Script.html",Written by Sarah Thorp,"https://imsdb.com/scripts/Bounty-Hunter,-The.html"
209,"Bourne Identity, The","https://imsdb.com/Movie%20Scripts/Bourne%20Identity,%20The%20Script.html","Written by Tony Gilroy,Robert Ludlum","https://imsdb.com/scripts/Bourne-Identity,-The.html"
210,"Bourne Supremacy, The","https://imsdb.com/Movie%20Scripts/Bourne%20Supremacy,%20The%20Script.html","Written by Tony Gilroy,Brian Helgeland,Robert Ludlum","https://imsdb.com/scripts/Bourne-Supremacy,-The.html"
211,"Bourne Ultimatum, The","https://imsdb.com/Movie%20Scripts/Bourne%20Ultimatum,%20The%20Script.html","Written by Tony Gilroy,Scott Z. Burns,George Nolfi","https://imsdb.com/scripts/Bourne-Ultimatum,-The.html"
212,"Box, The","https://imsdb.com/Movie%20Scripts/Box,%20The%20Script.html","Written by Richard Kelly,Richard Matheson","https://imsdb.com/scripts/Box,-The.html"
213,"Boxtrolls, The","https://imsdb.com/Movie%20Scripts/Boxtrolls,%20The%20Script.html","Written by Irena Brignull,Adam Pava","https://imsdb.com/scripts/Boxtrolls,-The.html"
214,Boyhood,https://imsdb.com/Movie%20Scripts/Boyhood%20Script.html,Written by Richard Linklater,https://imsdb.com/scripts/Boyhood.html
215,Braveheart,https://imsdb.com/Movie%20Scripts/Braveheart%20Script.html,Written by Randall Wallace,https://imsdb.com/scripts/Braveheart.html
216,Brazil,https://imsdb.com/Movie%20Scripts/Brazil%20Script.html,"Written by Terry Gilliam,Charles McKeown",https://imsdb.com/scripts/Brazil.html
217,Break,https://imsdb.com/Movie%20Scripts/Break%20Script.html,Written by Oliver Stone,https://imsdb.com/scripts/Break.html
218,Breakdown,https://imsdb.com/Movie%20Scripts/Breakdown%20Script.html,Written by Jonathan Mostow,https://imsdb.com/scripts/Breakdown.html
219,"Breakfast Club, The","https://imsdb.com/Movie%20Scripts/Breakfast%20Club,%20The%20Script.html",Written by John Hughes,"https://imsdb.com/scripts/Breakfast-Club,-The.html"
220,Breaking Away,https://imsdb.com/Movie%20Scripts/Breaking%20Away%20Script.html,Written by Steve Tesich,https://imsdb.com/scripts/Breaking-Away.html
221,Brick,https://imsdb.com/Movie%20Scripts/Brick%20Script.html,Written by Rian Johnson,https://imsdb.com/scripts/Brick.html
222,Bridesmaids,https://imsdb.com/Movie%20Scripts/Bridesmaids%20Script.html,Written by Annie Mumolo,https://imsdb.com/scripts/Bridesmaids.html
223,Bringing Out the Dead,https://imsdb.com/Movie%20Scripts/Bringing%20Out%20the%20Dead%20Script.html,Written by Paul Schrader,https://imsdb.com/scripts/Bringing-Out-the-Dead.html
224,Broadcast News,https://imsdb.com/Movie%20Scripts/Broadcast%20News%20Script.html,Written by James L. Brooks,https://imsdb.com/scripts/Broadcast-News.html
225,Broken Arrow,https://imsdb.com/Movie%20Scripts/Broken%20Arrow%20Script.html,Written by Graham Yost,https://imsdb.com/scripts/Broken-Arrow.html
226,Broken Embraces,https://imsdb.com/Movie%20Scripts/Broken%20Embraces%20Script.html,Written by Pedro Almodovar,https://imsdb.com/scripts/Broken-Embraces.html
227,"Brothers Bloom, The","https://imsdb.com/Movie%20Scripts/Brothers%20Bloom,%20The%20Script.html",Written by Rian Johnson,"https://imsdb.com/scripts/Brothers-Bloom,-The.html"
228,Bruce Almighty,https://imsdb.com/Movie%20Scripts/Bruce%20Almighty%20Script.html,"Written by Steve Koren,Mark O'Keefe,Steve Oedekerk",https://imsdb.com/scripts/Bruce-Almighty.html
229,Buffy the Vampire Slayer,https://imsdb.com/Movie%20Scripts/Buffy%20the%20Vampire%20Slayer%20Script.html,Written by Joss Whedon,https://imsdb.com/scripts/Buffy-the-Vampire-Slayer.html
230,Bull Durham,https://imsdb.com/Movie%20Scripts/Bull%20Durham%20Script.html,Written by Ron Shelton,https://imsdb.com/scripts/Bull-Durham.html
231,Buried,https://imsdb.com/Movie%20Scripts/Buried%20Script.html,Written by Chris Sparling,https://imsdb.com/scripts/Buried.html
232,Burlesque,https://imsdb.com/Movie%20Scripts/Burlesque%20Script.html,Written by Steven Antin,https://imsdb.com/scripts/Burlesque.html
233,Burn After Reading,https://imsdb.com/Movie%20Scripts/Burn%20After%20Reading%20Script.html,"Written by Joel Coen,Ethan Coen",https://imsdb.com/scripts/Burn-After-Reading.html
234,Burning Annie,https://imsdb.com/Movie%20Scripts/Burning%20Annie%20Script.html,Written by Zack Ordynans,https://imsdb.com/scripts/Burning-Annie.html
235,"Butterfly Effect, The","https://imsdb.com/Movie%20Scripts/Butterfly%20Effect,%20The%20Script.html","Written by J. Mackye Gruber,Eric Bress","https://imsdb.com/scripts/Butterfly-Effect,-The.html"
236,Cable Guy,https://imsdb.com/Movie%20Scripts/Cable%20Guy%20Script.html,"Written by Lou Holtz Jr.,Judd Apatow",https://imsdb.com/scripts/Cable-Guy.html
237,Candle to Water,https://imsdb.com/Movie%20Scripts/Candle%20to%20Water%20Script.html,Written by Nick Green,https://imsdb.com/scripts/Candle-to-Water.html
238,Capote,https://imsdb.com/Movie%20Scripts/Capote%20Script.html,Written by Dan Futterman,https://imsdb.com/scripts/Capote.html
239,Carrie,https://imsdb.com/Movie%20Scripts/Carrie%20Script.html,"Written by Lawrence D. Cohen,Stephen King",https://imsdb.com/scripts/Carrie.html
240,Cars 2,https://imsdb.com/Movie%20Scripts/Cars%202%20Script.html,Written by Ben Queen,https://imsdb.com/scripts/Cars-2.html
241,Casablanca,https://imsdb.com/Movie%20Scripts/Casablanca%20Script.html,"Written by Julius Epstein,Philip Epstein,Howard Koch",no script
242,Case 39,https://imsdb.com/Movie%20Scripts/Case%2039%20Script.html,Written by Ray Wright,https://imsdb.com/scripts/Case-39.html
243,Casino,https://imsdb.com/Movie%20Scripts/Casino%20Script.html,"Written by Nicholas Pileggi,Martin Scorsese",https://imsdb.com/scripts/Casino.html
244,Cast Away,https://imsdb.com/Movie%20Scripts/Cast%20Away%20Script.html,Written by William Broyles Jr.,https://imsdb.com/scripts/Cast-Away.html
245,Catch Me If You Can,https://imsdb.com/Movie%20Scripts/Catch%20Me%20If%20You%20Can%20Script.html,Written by Jeff Nathanson,https://imsdb.com/scripts/Catch-Me-If-You-Can.html
246,Catwoman,https://imsdb.com/Movie%20Scripts/Catwoman%20Script.html,Written by Daniel Waters,https://imsdb.com/scripts/Catwoman.html
247,Cecil B. Demented,https://imsdb.com/Movie%20Scripts/Cecil%20B.%20Demented%20Script.html,Written by John Waters,https://imsdb.com/scripts/Cecil-B.-Demented.html
248,Cedar Rapids,https://imsdb.com/Movie%20Scripts/Cedar%20Rapids%20Script.html,Written by Phil Johnston,https://imsdb.com/scripts/Cedar-Rapids.html
249,Celeste & Jesse Forever,https://imsdb.com/Movie%20Scripts/Celeste%20&%20Jesse%20Forever%20Script.html,"Written by Rashida Jones,Will McCormack",https://imsdb.com/scripts/
250,"Cell, The","https://imsdb.com/Movie%20Scripts/Cell,%20The%20Script.html",Written by Mark Protosevich,"https://imsdb.com/scripts/Cell,-The.html"
251,Cellular,https://imsdb.com/Movie%20Scripts/Cellular%20Script.html,"Written by Larry Cohen,Chris Morgan,J. Mackye Gruber,Eric Bress",https://imsdb.com/scripts/Cellular.html
252,"Change-Up, The","https://imsdb.com/Movie%20Scripts/Change-Up,%20The%20Script.html","Written by Jon Lucas,Scott Moore","https://imsdb.com/scripts/Change-Up,-The.html"
253,Changeling,https://imsdb.com/Movie%20Scripts/Changeling%20Script.html,Written by J Michael Straczynski,https://imsdb.com/scripts/Changeling.html
254,Chaos,https://imsdb.com/Movie%20Scripts/Chaos%20Script.html,Written by Tony Giglio,https://imsdb.com/scripts/Chaos.html
255,Charade,https://imsdb.com/Movie%20Scripts/Charade%20Script.html,Written by Peter Stone,https://imsdb.com/scripts/Charade.html
256,Charlie's Angels,https://imsdb.com/Movie%20Scripts/Charlie's%20Angels%20Script.html,"Written by Ed Solomon,John August,Zak Penn",https://imsdb.com/scripts/Charlie's-Angels.html
257,Chasing Amy,https://imsdb.com/Movie%20Scripts/Chasing%20Amy%20Script.html,Written by Kevin Smith,https://imsdb.com/scripts/Chasing-Amy.html
258,Chasing Sleep,https://imsdb.com/Movie%20Scripts/Chasing%20Sleep%20Script.html,Written by Michael Walker,https://imsdb.com/scripts/Chasing-Sleep.html
259,Cherry Falls,https://imsdb.com/Movie%20Scripts/Cherry%20Falls%20Script.html,Written by Ken Selden,https://imsdb.com/scripts/Cherry-Falls.html
260,Chinatown,https://imsdb.com/Movie%20Scripts/Chinatown%20Script.html,Written by Robert Towne,https://imsdb.com/scripts/Chinatown.html
261,Christ Complex,https://imsdb.com/Movie%20Scripts/Christ%20Complex%20Script.html,Written by Jeffrey Scott Richards,https://imsdb.com/scripts/Christ-Complex.html
262,Chronicle,https://imsdb.com/Movie%20Scripts/Chronicle%20Script.html,"Written by Max Landis,Josh Trank",https://imsdb.com/scripts/Chronicle.html
263,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe","https://imsdb.com/Movie%20Scripts/Chronicles%20of%20Narnia:%20The%20Lion,%20the%20Witch%20and%20the%20Wardrobe%20Script.html","Written by C.S. Lewis,Ann Peacock","https://imsdb.com/scripts/Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.html"
264,"Cider House Rules, The","https://imsdb.com/Movie%20Scripts/Cider%20House%20Rules,%20The%20Script.html",Written by John Irving,"https://imsdb.com/scripts/Cider-House-Rules,-The.html"
265,"Cincinnati Kid, The","https://imsdb.com/Movie%20Scripts/Cincinnati%20Kid,%20The%20Script.html","Written by Ring Lardner Jr,Terry Southern,Richard Jessup","https://imsdb.com/scripts/Cincinnati-Kid,-The.html"
266,Cinema Paradiso,https://imsdb.com/Movie%20Scripts/Cinema%20Paradiso%20Script.html,Written by Giuseppe Tornatore,https://imsdb.com/scripts/Cinema-Paradiso.html
267,Cirque du Freak: The Vampire's Assistant,https://imsdb.com/Movie%20Scripts/Cirque%20du%20Freak:%20The%20Vampire's%20Assistant%20Script.html,Written by Brian Helgeland,https://imsdb.com/scripts/Cirque-du-Freak-The-Vampire's-Assistant.html
268,Citizen Kane,https://imsdb.com/Movie%20Scripts/Citizen%20Kane%20Script.html,"Written by Herman J. Mankiewicz,Orson Welles",https://imsdb.com/scripts/Citizen-Kane.html
269,City of Joy,https://imsdb.com/Movie%20Scripts/City%20of%20Joy%20Script.html,"Written by Gerald Brach,Roland Joffe",https://imsdb.com/scripts/City-of-Joy.html
270,Clash of the Titans,https://imsdb.com/Movie%20Scripts/Clash%20of%20the%20Titans%20Script.html,"Written by John Glenn,Travis Wright",https://imsdb.com/scripts/Clash-of-the-Titans.html
271,Clerks,https://imsdb.com/Movie%20Scripts/Clerks%20Script.html,Written by Kevin Smith,https://imsdb.com/scripts/Clerks.html
272,Cliffhanger,https://imsdb.com/Movie%20Scripts/Cliffhanger%20Script.html,Written by Michael France,https://imsdb.com/scripts/Cliffhanger.html
273,"Clockwork Orange, A","https://imsdb.com/Movie%20Scripts/Clockwork%20Orange,%20A%20Script.html",Written by Stanley Kubrick,"https://imsdb.com/scripts/Clockwork-Orange,-A.pdf"
